author,date,push,title,url
orze04,10/12,5,Re: [新聞] 網愛講「芭比Q了」恐文化滲透！立委批陸,/bbs/Gossiping/M.1665549646.A.9F3.html
faryoo,10/12,4,[新聞] 中共二十大在即 傳黨內改革派發起「新三,/bbs/Gossiping/M.1665549691.A.E4F.html
Page7,10/12,2,[問卦] 台灣改成夷州484比較合理?,/bbs/Gossiping/M.1665549692.A.A72.html
quester08,10/12,2,Re: [新聞] 台灣新增染疫數世界第一！薛瑞元認「,/bbs/Gossiping/M.1665549716.A.06B.html
taiwan08,10/12,爆,[新聞] 美軍官爆《遊戲王》作者是「為救人才溺,/bbs/Gossiping/M.1665549720.A.988.html
palindromes,10/12,7,[問卦] 台積電找內部員工去美國 拿綠卡後會跑吧,/bbs/Gossiping/M.1665549739.A.BC2.html
kawazakiz2,10/12,9,[問卦] 我484被掰彎惹,/bbs/Gossiping/M.1665549760.A.C4E.html
bluebluelan,10/12,57,[問卦] 佐賀有什麼好玩的?,/bbs/Gossiping/M.1665549784.A.95F.html
xinsuo,10/12,73,[新聞] 鄭運鵬違自主管理規定桃市府不罰 國民黨,/bbs/Gossiping/M.1665549820.A.DF8.html
wl3532,10/12,5,[新聞] 疫情高原又流感季 薛瑞元:應保持適度緊張,/bbs/Gossiping/M.1665549833.A.D09.html
YU0121,10/12,2,Re: [新聞] 「30元」非查賄標準！ 最高檢：候選人贈,/bbs/Gossiping/M.1665549899.A.80F.html
ppp2026034,10/12,2,Re: [問卦] 大家支持四個月的兵補完役期嗎,/bbs/Gossiping/M.1665549902.A.4FC.html
Yirgacheffe,10/12,14,[新聞] 上海批量招聘專職大白簽2年合約 網民絕望,/bbs/Gossiping/M.1665549950.A.3CA.html
jma306,10/12,5,Re: [新聞] 網愛講「芭比Q了」恐文化滲透！立委批陸,/bbs/Gossiping/M.1665549014.A.8C6.html
cc02040326,10/12,7,[問卦] 震驚！！美國EB-5只要50萬鎂,/bbs/Gossiping/M.1665549019.A.D0D.html
ai770116,10/12,4,Re: [問卦] 18歲公民權根本有毒吧?,/bbs/Gossiping/M.1665549024.A.BAB.html
taco3019397,10/12,1,Re: [問卦] 身家6000萬可以躺平了嗎？,/bbs/Gossiping/M.1665549177.A.A51.html
kevin19528,10/12,1,[問卦] 居兩千的領帶是三小==,/bbs/Gossiping/M.1665549189.A.5D6.html
micheal59,10/12,5,[問卦] 喜歡被朋友慶生還是店員慶生？,/bbs/Gossiping/M.1665549198.A.1CC.html
YU0121,10/12,2,[問卦] 越南的烤肉定義到底是什麼？,/bbs/Gossiping/M.1665549203.A.1AF.html
LeeSeDol,10/12,70,[新聞] 提一國兩區挨綠批區長 馬英九：民進黨,/bbs/Gossiping/M.1665549250.A.BAF.html
inet,10/12,4,[問卦] 現在人還有在用飄撇 形容男生嗎？,/bbs/Gossiping/M.1665549263.A.4BC.html
ytkuang,10/12,8,[新聞] 「30元」非查賄標準！ 最高檢：候選人贈,/bbs/Gossiping/M.1665549324.A.FAF.html
talasuw,10/12,10,[新聞] 環保少女童貝里受訪批德國 關閉既有核電廠 ,/bbs/Gossiping/M.1665549332.A.56F.html
lauwei,10/12,92,[問卦] 台灣前兩年防疫是怎麼做到NO1的？,/bbs/Gossiping/M.1665549425.A.3C5.html
encoreb00124,10/12,4,Re: [新聞] 快訊／兵役延長「4個月要補當兵？」　邱,/bbs/Gossiping/M.1665549439.A.B49.html
GFDS,10/12,7,Re: [新聞] 網愛講「芭比Q了」恐文化滲透！立委批陸,/bbs/Gossiping/M.1665549504.A.91A.html
falix750617,10/12,1,[新聞] 幕後/桃園藍綠鏖戰！張善政陸轉空催聲量,/bbs/Gossiping/M.1665549542.A.24E.html
radi035,10/12,4,[問卦] 日本白バイ交通警察都很友善？,/bbs/Gossiping/M.1665549544.A.8FA.html
k44754,10/12,15,[問卦] 八卦板484一堆人都會把魚養死？？,/bbs/Gossiping/M.1665548472.A.21C.html
iamgaylan,10/12,10,[問卦] 內線開90的為什麼不留在平面轟幹就好？,/bbs/Gossiping/M.1665548502.A.EE1.html
u6vu040531,10/12,6,[問卦] 中國哪個社群網站不用實名的？,/bbs/Gossiping/M.1665548533.A.77B.html
botnet,10/12,13,[問卦] 有沒有菱週刊的八卦？,/bbs/Gossiping/M.1665548580.A.A13.html
IamCuteGirl,10/12,7,Re: [問卦] 中國解封484無望了,/bbs/Gossiping/M.1665548604.A.46F.html
kinki999,10/12,9,Re: [新聞] 大巨蛋審過了！花敬群批柯 黃珊珊反擊：,/bbs/Gossiping/M.1665548748.A.0AB.html
weshiao,10/12,8,[新聞] 若恢復1年義務役 邱國正：當兵4個月役男,/bbs/Gossiping/M.1665548756.A.1A8.html
MatheFuck,10/12,8,[問卦] 海底撈撈麵不理他會怎樣?,/bbs/Gossiping/M.1665548772.A.E91.html
nk11208z,10/12,2,Re: [新聞] 快訊／兵役延長「4個月要補當兵？」　邱,/bbs/Gossiping/M.1665548779.A.DF8.html
LYS5566,10/12,6,Re: [問卦] 安平區該改名成熱蘭遮區了吧,/bbs/Gossiping/M.1665548789.A.D24.html
samok,10/12,2,Re: [新聞] 網愛講「芭比Q了」恐文化滲透！立委批陸,/bbs/Gossiping/M.1665548793.A.4E3.html
kimura0701,10/12,79,[問卦] 你各位住的地點舊名是什麼==？,/bbs/Gossiping/M.1665548811.A.62D.html
ken0062,10/12,1,Re: [新聞] 口罩令何時放寬 薛瑞元：不宜現在解除,/bbs/Gossiping/M.1665548837.A.277.html
jerrylin,10/12,3,Re: [新聞] 網愛講「芭比Q了」恐文化滲透！立委批陸,/bbs/Gossiping/M.1665548849.A.C2A.html
Wardyal,10/12,6,[問卦] 四個月兵是不是都草莓族= =,/bbs/Gossiping/M.1665548912.A.909.html
mother,10/12,2,Re: [問卦]～（＠ｏ＠）～提拉米蘇要好吃的關鍵在於什麼地方？,/bbs/Gossiping/M.1665548922.A.B6A.html
mother,10/12,1,"Re: [問卦]  ／｜｜｜＼消夜吃三隻炸雞腿,是不是很棒?",/bbs/Gossiping/M.1665548922.A.230.html
wutown,10/12,5,Re: [新聞] 若恢復1年義務役 邱國正：當兵4個月役男,/bbs/Gossiping/M.1665549001.A.EE1.html
runa2,10/12,1,[新聞] 網愛講「芭比Q了」恐文化滲透！立委批陸,/bbs/Gossiping/M.1665547921.A.3E4.html
koiopolo2,10/12,5,[問卦] 治平高中打得贏橘色惡魔嗎,/bbs/Gossiping/M.1665548002.A.E9B.html
eddisontw,10/12,2,Re: [問卦] 身家6000萬可以躺平了嗎？,/bbs/Gossiping/M.1665548021.A.C28.html
teddy98,10/12,31,"[問卦] ""男性""也會被家暴? 還逐年成長?",/bbs/Gossiping/M.1665548041.A.B4B.html
abcde010710,10/12,14,[問卦] 早餐店小妹是不是暗戀我><,/bbs/Gossiping/M.1665548059.A.DD1.html
louiskuo,10/12,1,[問卦] 有人偷拍演唱會 檢舉後主辦卻擺爛,/bbs/Gossiping/M.1665548085.A.2FA.html
mother,10/12,6,[公告]～（＠ｏ＠）～炭香湯霜鮪魚水桶 ,/bbs/Gossiping/M.1665548122.A.F12.html
mother,10/12,3,Re: [問卦]  ／｜｜｜＼台灣有什麼東西是真的抵制成功的嗎?,/bbs/Gossiping/M.1665548123.A.E74.html
end56,10/12,1,Re: [新聞] 蔡遞兩岸橄欖枝 柯：我做就變檳榔,/bbs/Gossiping/M.1665548123.A.D33.html
es612,10/12,爆,[新聞] 大巨蛋審過了！花敬群批柯 黃珊珊反擊：,/bbs/Gossiping/M.1665548157.A.1C3.html
thelittleone,10/12,25,[問卦] 以前買房比較輕鬆？,/bbs/Gossiping/M.1665548200.A.E72.html
amydfg,10/12,4,[問卦] 為什麼還有窮人,/bbs/Gossiping/M.1665548200.A.E44.html
nissan168,10/12,10,[問卦] 遊戲伺服器長怎麼樣？,/bbs/Gossiping/M.1665548206.A.51A.html
wutown,10/12,4,Re: [新聞] 網愛講「芭比Q了」恐文化滲透！立委批陸,/bbs/Gossiping/M.1665548258.A.E90.html
w1230319,10/12,4,[問卦] 白癡喔 上次小說辦案就失智一次了,/bbs/Gossiping/M.1665548292.A.593.html
andrewmiho,10/12,8,[問卦] 到底是退出聯合國還是被聯合國趕走,/bbs/Gossiping/M.1665548351.A.46E.html
ok8752665,10/12,9,[問卦] 志願役領多少才有吸引力,/bbs/Gossiping/M.1665548383.A.414.html
neo19,10/12,48,[新聞] 國軍防彈衣採購竟用「中國原料」　國防部,/bbs/Gossiping/M.1665548435.A.5CA.html
godenassx2,10/12,1,Re: [問卦] 安平區該改名成熱蘭遮區了吧,/bbs/Gossiping/M.1665548436.A.5A9.html
cgavin,10/12,39,Re: [新聞] 橘色惡魔愛上台灣了！飛機上淚崩不想走,/bbs/Gossiping/M.1665546971.A.519.html
xinyi101,10/12,1,Re: [問卦] 當兵出去洽公484很爽?,/bbs/Gossiping/M.1665547158.A.C8F.html
CarBed,10/12,9,[問卦] 北一女改名叫綠惡魔會不會比較會吹,/bbs/Gossiping/M.1665547210.A.A42.html
freakclaw,10/12,13,[新聞] 有「鹹魚」! 北溪管道爆炸前、後美機都在,/bbs/Gossiping/M.1665547252.A.3FF.html
xy1904312,10/12,81,[問卦] 安平區該改名成熱蘭遮區了吧,/bbs/Gossiping/M.1665547356.A.61E.html
sula54,10/12,1,[問卦] 4倍是不是自由民主的公定價差啊？,/bbs/Gossiping/M.1665547562.A.ADF.html
cmelo1515,10/12,1,Re: [問卦] 股市大跌空手仔是在爽幾點的,/bbs/Gossiping/M.1665547576.A.A8F.html
krit1009,10/12,4,[問卦] 台股的韭菜都誰割走了啊= =?,/bbs/Gossiping/M.1665547602.A.D7F.html
joy830,10/12,7,[問卦] 有菜雞不知道麥當勞買薯條的訣竅嗎,/bbs/Gossiping/M.1665547651.A.FA9.html
popper921,10/12,5,[問卦] 從防疫來看兩岸是不是根本一家親？,/bbs/Gossiping/M.1665547669.A.722.html
penguin7788,10/12,24,[新聞] 侯家軍發聯合廣告 酸林佳龍「台中不要的,/bbs/Gossiping/M.1665547703.A.6D1.html
steven87066,10/12,6,[問卦] 1970年代出社會打拚的台灣人有多爽,/bbs/Gossiping/M.1665547726.A.509.html
WeiU,10/12,4,[問卦] 復學後感覺嚴重發作怎辦！？,/bbs/Gossiping/M.1665547751.A.B6A.html
Mazda6680,10/12,20,Re: [問卦] 中國解封484無望了,/bbs/Gossiping/M.1665547765.A.65B.html
Mayinggo,10/12,8,[新聞] 男參加同志大遊行問志工1句話 下秒竟偷,/bbs/Gossiping/M.1665547769.A.A17.html
bluebluelan,10/12,3,Re: [問卦] 提拉米蘇要好吃的關鍵在於什麼地方？,/bbs/Gossiping/M.1665547786.A.909.html
waakye,10/12,4,Re: [問卦] 這屆高二生說：我們兵役還是4個月吧？,/bbs/Gossiping/M.1665546087.A.4F5.html
sivhd,10/12,2,[問卦] 同事噴到我的眼睛好痛,/bbs/Gossiping/M.1665546091.A.279.html
choosing,10/12,3,[問卦] 當完四個月的回去領6510元可以嗎,/bbs/Gossiping/M.1665546115.A.C56.html
Dawson5566,10/12,99,[新聞] 棄保發酵？新竹市長民調領先　高虹安：,/bbs/Gossiping/M.1665546165.A.340.html
wei115,10/12,4,Re: [問卦] 大家支持四個月的兵補完役期嗎,/bbs/Gossiping/M.1665546192.A.D5A.html
arsene333,10/12,1,Re: [新聞] 鄭運鵬自主健康管理期到處趴趴走！　,/bbs/Gossiping/M.1665546226.A.8AA.html
Arim,10/12,6,[問卦] 有沒有家裡很有錢但還是出去當社畜的,/bbs/Gossiping/M.1665546247.A.272.html
morgankhs,10/12,15,[問卦] 400以下的台積電可以撿嗎？,/bbs/Gossiping/M.1665546271.A.DC5.html
joy830,10/12,2,Re: [新聞] 陳揮文請求新竹鄉親「不要被高虹安騙」,/bbs/Gossiping/M.1665546321.A.187.html
s72005ming,10/12,51,[問卦] 砲友和女友的差別是？,/bbs/Gossiping/M.1665546335.A.899.html
ubcs,10/12,78,Fw: [請假] Gossiping ubcs,/bbs/Gossiping/M.1665546350.A.3D2.html
koy89202,10/12,16,"[問卦] 強迫對方拿手機出來檢查,有違法？ ",/bbs/Gossiping/M.1665546522.A.11A.html
yggyygy,10/12,10,[問卦] 有沒有甩尿完甩雞雞技巧的八卦,/bbs/Gossiping/M.1665546597.A.51F.html
loadingN,10/12,1,[問卦] 為什麼不發中出獎金給台男台女,/bbs/Gossiping/M.1665546667.A.5BD.html
jayfjh,10/12,8,[問卦]鄉民的正義還會有第2集嗎,/bbs/Gossiping/M.1665546680.A.3E7.html
bbob,10/12,34,[問卦] 提拉米蘇要好吃的關鍵在於什麼地方？,/bbs/Gossiping/M.1665546755.A.E44.html
li7915566,10/12,4,[問卦] GTA5麥可 竹科男典範？,/bbs/Gossiping/M.1665546818.A.784.html
eateat14,10/12,8,[問卦] 國安基金進場還是一片綠的八卦？,/bbs/Gossiping/M.1665546820.A.63F.html
gigaman,10/12,10,[問卦] 今天風電加太陽能發電有20%，是核電兩倍,/bbs/Gossiping/M.1665546900.A.B7A.html
jeff0025,10/12,3,[問卦] 為什麼很多人喜歡去公園釣魚?,/bbs/Gossiping/M.1665544950.A.D14.html
G2S,10/12,24,[問卦] 橘色JK來台灣考得上哪所大學？,/bbs/Gossiping/M.1665544962.A.C24.html
dvleo,10/12,3,[問卦] 我好髒2022,/bbs/Gossiping/M.1665544979.A.57B.html
inglee,10/12,41,[新聞] 連千毅「組織犯罪+槍砲」二審判7年　還,/bbs/Gossiping/M.1665545060.A.078.html
gn01948540,10/12,爆,[問卦] 身家6000萬可以躺平了嗎？,/bbs/Gossiping/M.1665545161.A.913.html
ljsnonocat2,10/12,29,[新聞] 邱國正：如役期恢復一年制 當兵4個月役男,/bbs/Gossiping/M.1665545224.A.386.html
Qoofate,10/12,7,[問卦] 打完疫苗可以請假嗎 = =,/bbs/Gossiping/M.1665545234.A.D62.html
joy830,10/12,14,Re: [新聞] 民調／北市若棄保黃珊珊成大贏家 陳時中,/bbs/Gossiping/M.1665545435.A.0FD.html
novashine,10/12,爆,[新聞] 鄭運鵬自主健康管理期到處趴趴走！　藍,/bbs/Gossiping/M.1665545444.A.C91.html
f230072828,10/12,2,[問卦] 明天要開放國門了 恐慌仔該如何調適心情,/bbs/Gossiping/M.1665545529.A.CDD.html
FAYeeeeeeee,10/12,3,[問卦] 男廁聽到異音甲甲機率高還是男女？,/bbs/Gossiping/M.1665545591.A.190.html
chen96374,10/12,5,[問卦] 當兵出去洽公484很爽?,/bbs/Gossiping/M.1665545633.A.1B6.html
subcrew,10/12,55,[問卦] 股市大跌空手仔是在爽幾點的,/bbs/Gossiping/M.1665545707.A.80C.html
k26975582,10/12,X2,[新聞] 口罩令何時放寬 薛瑞元：不宜現在解除,/bbs/Gossiping/M.1665545837.A.F85.html
remmurds,10/12,33,[問卦] 中國解封484無望了,/bbs/Gossiping/M.1665545904.A.C57.html
lolahjy,10/12,爆,[新聞] 陳揮文請求新竹鄉親「不要被高虹安騙」 ,/bbs/Gossiping/M.1665545948.A.F2D.html
chengyou66,10/12,27,[問卦] 農地 公告現值 9000元/平方公尺  多還少?,/bbs/Gossiping/M.1665545954.A.7A8.html
leepingyo,10/12,6,[新聞] 不再歧視懷孕員工逼辭職　新航允許空服,/bbs/Gossiping/M.1665544073.A.307.html
imbj,10/12,2,Re: [問卦] 這BLOG小說跟周小編的死亡有關嗎?,/bbs/Gossiping/M.1665544082.A.369.html
Pietro,10/12,2,[新聞] 陸疫情第三年不躺平！ 二十大召開在即,/bbs/Gossiping/M.1665544170.A.0C0.html
Carmelo,10/12,5,[問卦] 救援小英雄波力是博派還是狂派金剛？,/bbs/Gossiping/M.1665544178.A.68E.html
songgood,10/12,2,Re: [問卦] 中國怎麼還沒用錢買下台灣？,/bbs/Gossiping/M.1665544240.A.056.html
devidevi,10/12,3,Re: [新聞] 台灣新增染疫數世界第一！薛瑞元認「不是,/bbs/Gossiping/M.1665544252.A.19B.html
jeff17,10/12,8,Re: [新聞] 快訊／兵役延長「4個月要補當兵？」　邱,/bbs/Gossiping/M.1665544311.A.C8D.html
TimeEric,10/12,72,[新聞] 民調／北市若棄保黃珊珊成大贏家 陳時中,/bbs/Gossiping/M.1665544410.A.198.html
rs6677,10/12,13,[問卦] 不懂欸！股匯雙殺損失會比升息損失少嗎,/bbs/Gossiping/M.1665544428.A.384.html
gaiaesque,10/12,6,[問卦] 2022日本男高中森 票選 o'_'o,/bbs/Gossiping/M.1665544505.A.0C4.html
black1x2y3z,10/12,5,[問卦] 台灣有什麼東西是真的抵制成功的嗎?,/bbs/Gossiping/M.1665544611.A.C81.html
kakakakak,10/12,11,[問卦] 路上的樹可以亂剪嗎,/bbs/Gossiping/M.1665544786.A.82B.html
jjbye,10/12,20,[新聞] 上海似因水庫鹹化可能影響供應 居民開始,/bbs/Gossiping/M.1665544900.A.DE8.html
subcrew,10/12,11,[問卦] 新護國神山要換誰當,/bbs/Gossiping/M.1665544918.A.EA0.html
tigotigo,10/12,2,Re: [問卦] 大家支持四個月的兵補完役期嗎,/bbs/Gossiping/M.1665544939.A.352.html
joy830,10/12,1,Re: [新聞] 宋楚瑜議題聽到煩！黃珊珊怒：怎不問蔣孝嚴何時幫蔣萬安,/bbs/Gossiping/M.1665544949.A.DE6.html
vdml,10/12,56,[新聞] 台灣新增染疫數世界第一！薛瑞元認「不是,/bbs/Gossiping/M.1665543417.A.1AD.html
fur,10/12,X5,[新聞] 橘色惡魔愛上台灣了！飛機上淚崩不想走,/bbs/Gossiping/M.1665543455.A.349.html
kerorobear,10/12,4,[問卦] 香港是不是已經走會正軌了？,/bbs/Gossiping/M.1665543547.A.507.html
xzcb2008,10/12,6,[問卦] ＝.＝ 為什麼小米越做越多元？！,/bbs/Gossiping/M.1665543568.A.1A9.html
Yude0109,10/12,6,[問卦] 怎麼到處都有人咳嗽擤鼻涕？,/bbs/Gossiping/M.1665543576.A.A97.html
david0426,10/12,1,[問卦] 慟！護國神山台積電3字頭了,/bbs/Gossiping/M.1665543630.A.1EB.html
ketter,10/12,5,Re: [新聞] 台灣新增染疫數世界第一！薛瑞元認「不是,/bbs/Gossiping/M.1665543635.A.0D9.html
MJdavid,10/12,6,Re: [問卦] 中國女星趙肉絲 長的還不錯耶,/bbs/Gossiping/M.1665543644.A.B40.html
VVizZ,10/12,24,Re: [問卦] YouBike 484把全台腳踏車店都打垮了?,/bbs/Gossiping/M.1665543663.A.1E2.html
autokey,10/12,1,Re: [問卦] 4開頭的GG是天上掉下來的禮物，那3開頭的,/bbs/Gossiping/M.1665543904.A.45F.html
chengyou66,10/12,8,Re: [問卦] 朋友家要被市政重劃了,/bbs/Gossiping/M.1665543906.A.FE6.html
pshuang,10/12,1,Re: [問卦] 最近一堆小說改編動畫,/bbs/Gossiping/M.1665543961.A.B68.html
guets,10/12,7,[問卦] 折疊手機會重領風潮嗎？,/bbs/Gossiping/M.1665543962.A.A1F.html
st9240208,10/12,5,Re: [問卦] 大家支持四個月的兵補完役期嗎,/bbs/Gossiping/M.1665543969.A.BF2.html
k44754,10/12,6,[問卦] 急，面對有免死金牌之人該如何破解？？,/bbs/Gossiping/M.1665543973.A.68D.html
ayasesayuki,10/12,3,Re: [問卦] 大家支持四個月的兵補完役期嗎,/bbs/Gossiping/M.1665543981.A.985.html
devonkao,10/12,4,Re: [新聞] 真尷尬！陳時中7:50站路口被罵　住戶譙,/bbs/Gossiping/M.1665544060.A.14A.html
nana09105,10/12,3,[問卦] 不人道的羽絨外套穿得下去嗎,/bbs/Gossiping/M.1665542709.A.C0D.html
leocean9816,10/12,2,[新聞] 馬斯克提議烏克蘭割地前 傳曾與蒲亭交談,/bbs/Gossiping/M.1665542826.A.391.html
hebeshaman,10/12,2,[問卦] 中國女星趙肉絲 長的還不錯耶,/bbs/Gossiping/M.1665542884.A.E9D.html
hogarth1985,10/12,6,[問卦] 奇怪的簡寫 202210,/bbs/Gossiping/M.1665542886.A.094.html
fur,10/12,2,[問卦] 為什麼討厭當兵？！,/bbs/Gossiping/M.1665542890.A.322.html
qazxc1156892,10/12,4,[新聞] 快訊／新北樹林公車撞機車再衝分隔島　騎,/bbs/Gossiping/M.1665542935.A.421.html
noah5566,10/12,爆,[問卦] 大家支持四個月的兵補完役期嗎,/bbs/Gossiping/M.1665542948.A.C6C.html
stevenchiang,10/12,43,[新聞] 習近平想在台北辦勝利遊行！　外媒揭中,/bbs/Gossiping/M.1665542965.A.CEC.html
Brad255,10/12,6,[問卦] 有韓國醬蟹的八卦嗎,/bbs/Gossiping/M.1665543047.A.AC9.html
kinve1014,10/12,2,[問卦] 東泉辣椒醬 救的了雙響炮 康師傅嗎？,/bbs/Gossiping/M.1665543123.A.113.html
lulu1305174,10/12,12,[問卦] YouBike 484把全台腳踏車店都打垮了?,/bbs/Gossiping/M.1665543144.A.706.html
hydraz,10/12,2,[問卦] 有沒有串流音樂的八卦,/bbs/Gossiping/M.1665543200.A.DD5.html
vi000246,10/12,爆,[問卦] 習維尼怎麼突然想侵略台灣了,/bbs/Gossiping/M.1665543222.A.BA6.html
ddell,10/12,1,[問卦] 保守秘密的有效方式非得殺人？,/bbs/Gossiping/M.1665543385.A.E8D.html
kairiyu,10/12,5,[問卦] 4開頭的GG是天上掉下來的禮物，那3開頭的,/bbs/Gossiping/M.1665543386.A.C80.html
danny2451,10/12,3,[問卦] 該怎麼處理幸災樂禍的貓呢,/bbs/Gossiping/M.1665543395.A.DC0.html
G2S,10/12,3,[問卦] 看小說辦案的例子,/bbs/Gossiping/M.1665541693.A.F31.html
ipipwrong,10/12,1,[問卦] 現在484allinGG好時機?!,/bbs/Gossiping/M.1665541696.A.61A.html
Supergreen,10/12,X2,[新聞] 四叉貓爆新北市府局處發新聞稿攻擊 林佳,/bbs/Gossiping/M.1665541723.A.90F.html
adagiox,10/12,7,[新聞] 分水嶺時刻：美國公佈大範圍出口管控措施,/bbs/Gossiping/M.1665541726.A.C8C.html
became,10/12,35,[問卦] 男生最有價值的年紀是在幾歲呢？,/bbs/Gossiping/M.1665541844.A.F47.html
kisweet999,10/12,2,[問卦] 站路口揮手是哪時候開始的?,/bbs/Gossiping/M.1665542089.A.A60.html
serialhon,10/12,爆,[新聞] 蔡遞兩岸橄欖枝 柯：我做就變檳榔,/bbs/Gossiping/M.1665542117.A.151.html
DDDDRR,10/12,2,[問卦] 死神 千年血戰篇值得看嗎,/bbs/Gossiping/M.1665542346.A.C28.html
scropio1190,10/12,2,Re: [新聞] 四叉貓爆新北市府局處發新聞稿攻擊 林佳,/bbs/Gossiping/M.1665542354.A.ED6.html
schwalbe,10/12,爆,[新聞] 快訊／兵役延長「4個月要補當兵？」　邱,/bbs/Gossiping/M.1665542421.A.985.html
autokey,10/12,12,[問卦] 小馮/黑嘉嘉/林襄誰最適合當小孩的家教?,/bbs/Gossiping/M.1665542425.A.B53.html
aatzeng,10/12,2,Re: [新聞] 真尷尬！陳時中7:50站路口被罵　住戶譙,/bbs/Gossiping/M.1665542427.A.B8B.html
sakanatsuki,10/12,3,Re: [問卦] 女森要的的感覺到底是甚麼?,/bbs/Gossiping/M.1665542448.A.32D.html
vi000246,10/12,1,[問卦] 罵王八蛋會被告嗎,/bbs/Gossiping/M.1665542458.A.4F2.html
chienweichih,10/12,38,[新聞] 布拉格動物園台灣穿山甲懷孕 歐洲首見,/bbs/Gossiping/M.1665542635.A.733.html
ianlin1216,10/12,1,Re: [問卦] 公司廁所驚傳哭聲怎麼辦,/bbs/Gossiping/M.1665540750.A.9D2.html
usokami,10/12,62,[新聞] 打高端赴日需PCR　綠委籲指揮中心「放寬混打」,/bbs/Gossiping/M.1665540899.A.E1A.html
nk11208z,10/12,4,[問卦] 國軍營站便宜是因為不用開發票嗎,/bbs/Gossiping/M.1665540949.A.EF2.html
